title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe,Siliconfree,Vegan
Clarifying Clay Mask,en,https://image.labiosthetique.com/i/square-1440/m2-product:clarifying_clay_mask_396294_75ml_67f1c5e.jpg/feed-media.jpg,https://www.labiosthetique.de/clarifying-clay-mask,/clarifying-clay-mask,027161,"The clarifying clay mask absorbs excess sebum and has a deep-cleansing, skin-calming and mattifying effect. For all lovers of Masque Clarifiant this will be your new favorite product.","29,00 €","386,67 € / 1 l",75 ml,Hautpflege,"In the morning or evening 2–3 times a week, apply the mask to the cleansed facial skin and leave it to take effect for 10–15 minutes. Remove any mask residue with warm water and a compress.","AQUA (WATER), KAOLIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ALCOHOL, GLYCERIN, GLYCERYL STEARATE CITRATE, CI 77891 (TITANIUM DIOXIDE), SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, TOCOPHEROL, BISABOLOL, GLYCERYL CAPRYLATE, CARBOMER, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, PARFUM (FRAGRANCE), TROMETHAMINE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, PINENE, GLYCINE SOJA (SOYBEAN) OIL",yes,yes
Velvet Skin 3/3 Medium Gold,en,https://image.labiosthetique.com/i/square-1440/m2-product:velvet_skin_3_3_medium_gold_407849_10g_4dfdffa.jpg/feed-media.jpg,https://www.labiosthetique.de/velvet-skin?childSku=4040218893410,/velvet-skin?childSku=4040218893410,021550,"A fresh complexion whenever you need it: With its light, velvety texture, the compact foundation provides a semi-matte finish and achieves a natural and even complexion in no time at all. It refines the complexion instead of just covering it. The sponge that comes with the foundation is ideal for quick and simple touch-ups.","39,50 €",,10 g,Make-Up,"The soft, velvety texture of Velvet Skin foundation can be effortlessly applied and distributed with a brush, sponge or your fingers. Start in the middle of the face and work outwards. For a particularly even finish, lightly tap the foundation into the skin and carefully blend.","ISONONYL ISONONANOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CI 77891 (TITANIUM DIOXIDE), RICINUS COMMUNIS (CASTOR) SEED OIL, TITANIUM DIOXIDE, SYNTHETIC WAX, MICA, CI 77492 (IRON OXIDES), TRIBEHENIN, ALUMINUM STARCH OCTENYLSUCCINATE, SILICA, SYNTHETIC BEESWAX, HYDROGENATED CASTOR OIL, TOCOPHERYL ACETATE, JOJOBA ESTERS, POLYHYDROXYSTEARIC ACID, CI 77491 (IRON OXIDES), HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CI 77499 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, COPERNICIA CERIFERA CERA (CARNAUBA WAX), ZINGIBER OFFICINALE (GINGER) LEAF CELL EXTRACT, DISTEARDIMONIUM HECTORITE",yes,yes
N°13 Lidschattenpinsel,en,https://image.labiosthetique.com/i/square-1440/m2-product:n_13_lidschattenpinsel_394487_1St_ck_126b7b4.jpg/feed-media.jpg,https://www.labiosthetique.de/n-13-lidschattenpinsel,/n-13-lidschattenpinsel,031228,For feathering and blending: special brush made of extra elastic goat’s hair that retains its special shape for a simple application.,"15,50 €",,1 pcs,Make-Up,"Use the brush to blend edges. Then apply powder from the middle of the face outwards, and fix your make-up.",,no,no
Natural Skin 1/2 Light Beige,en,https://image.labiosthetique.com/i/square-1440/m2-product:natural_skin_1_2_light_beige_390390_30ml_cfc3772.jpg/feed-media.jpg,https://www.labiosthetique.de/natural-skin?childSku=4040218841909,/natural-skin?childSku=4040218841909,021693,"With medium coverage, moisturising and conditioning components, the delicate foundation creates a silky smooth, naturally even complexion.","42,50 €",,30 ml,Make-Up,"After face care, apply and blend with the fingers or with a make-up sponge or brush.","AQUA (WATER), CI 77891 (TITANIUM DIOXIDE), CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL SALICYLATE, PENTYLENE GLYCOL, SILICA, ALCOHOL DENAT., SQUALANE, STEARIC ACID, PALMITIC ACID, GLYCOL STEARATE, MYRISTYL MYRISTATE, CI 77492 (IRON OXIDES), CETEARYL ALCOHOL, SODIUM CETEARYL SULFATE, ETHYLHEXYL PALMITATE, TOCOPHERYL ACETATE, XANTHAN GUM, CI 77491 (IRON OXIDES), PARFUM (FRAGRANCE), HYDROLYZED JOJOBA ESTERS, CI 77499 (IRON OXIDES), HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, MYRISTIC ACID, SODIUM HYDROXIDE, ARACHIDIC ACID, TOCOPHEROL, JOJOBA ESTERS, CITRONELLOL, TRIHYDROXYSTEARIN, TERPINEOL, VANILLIN, HEXYL CINNAMAL, ALUMINA, MAGNESIUM OXIDE, ALPHA-ISOMETHYL IONONE, SODIUM HYALURONATE, GLUCOMANNAN",yes,yes
Volume Weightless Conditioner,en,https://image.labiosthetique.com/i/square-1440/m2-product:volume_weightless_conditioner_247447_150ml_2a5f6dd.jpg/feed-media.jpg,https://www.labiosthetique.de/volume-weightless-conditioner,/volume-weightless-conditioner,120598,Weightless Conditioner revitalises fine hair with weightless volume. Its plant proteins and algae extracts repair and strengthen the hair fibres and protect against heat damage. It makes the hair easy to detangle and gives it light and airy volume.,"29,50 €","196,67 € / 1 l",150 ml,Haar- & Kopfhautpflege,"After washing, distribute into damp hair and leave in for 2–3 minutes before rinsing thoroughly.","AQUA (WATER), ALCOHOL, GLYCERIN, BEHENAMIDOPROPYL DIMETHYLAMINE, LAURYL ALCOHOL, MYRISTYL ALCOHOL, PROPYLENE GLYCOL DIBENZOATE, PENTYLENE GLYCOL, OCTYLDODECANOL, HYDROXYPROPYL STARCH PHOSPHATE, LACTIC ACID, PARFUM (FRAGRANCE), POLYQUATERNIUM-37, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROLYZED RICE BRAN PROTEIN, HYDROLYZED SOY PROTEIN, KAPPAPHYCUS ALVAREZII EXTRACT, LAMINARIA SACCHARINA EXTRACT, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HEXADECANOLACTONE, GLYCINE, BENZYL SALICYLATE, BENZYL BENZOATE, ALPHA-ISOMETHYL IONONE, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, ISOPROPYL ALCOHOL, PHENOXYETHANOL, PLANKTON EXTRACT, ETHYLHEXYLGLYCERIN, TETRASODIUM EDTA",yes,yes
glam + colour Iconic Blonde .03 .LG Colouring Mask,en,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_iconic_blonde_.03_.lg_colouring_mask_381810_200ml_d737ba1.jpg/feed-media.jpg,https://www.labiosthetique.de/glam-colour-iconic-blonde-03-lg-colouring-mask,/glam-colour-iconic-blonde-03-lg-colouring-mask,038254,Neutralizing hair mask refreshes golden blonde color reflexes and intensifies them with guaranteed color neutralization that lasts for three to five washes. Hair regains radiant shine.,"37,50 €","187,50 € / 1 l",200 ml,Haar- & Kopfhautpflege,"After washing, evenly apply Glam Color Advanced to towel-dried hair. If necessary, comb through. The processing time is dependent on the desired intensity and is between 3 and 10 minutes (the more porous the hair structure, the more intensely the colour pigments penetrate the hair). Then rinse thoroughly. When you apply it, use gloves to avoid the colour staining the skin!","AQUA (WATER), CETEARYL ALCOHOL, BETAINE, GLYCERIN, DIMETHICONE PEG-8 MEADOWFOAMATE, ISODODECANE, BEHENTRIMONIUM CHLORIDE, PHENOXYETHANOL, PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE, HYDROXYETHYLCELLULOSE, NEOPENTYL GLYCOL DIHEPTANOATE, CRAMBE ABYSSINICA SEED OIL, ETHYLHEXYL SALICYLATE, PARFUM (FRAGRANCE), QUATERNIUM-91, HEXYLENE GLYCOL , CETEARETH-20, PROPYLENE GLYCOL, CETRIMONIUM METHOSULFATE, ISOPROPYL ALCOHOL, HYDROLYZED RICE PROTEIN, ETHYLHEXYLGLYCERIN, QUILLAJA SAPONARIA BARK EXTRACT, HYDROLYZED SERICIN, SORBITOL, TRIBEHENIN, BASIC YELLOW 57, SODIUM BENZOATE, BASIC BROWN 17, BASIC RED 76",no,no
Automatic Pencil for Eyes K34 Cedar,en,https://image.labiosthetique.com/i/square-1440/m2-product:automatic_pencil_for_eyes_k34_cedar_405187_0_35g_4bb026c.jpg/feed-media.jpg,https://www.labiosthetique.de/automatic-pencil-for-eyes?childSku=4040218885309,/automatic-pencil-for-eyes?childSku=4040218885309,017302,"The elegant Automatic Pencil combines highly pigmented colour vibrancy with waterproof staying power. The soft, retractable lead allows users to draw precise lines or shading lasting all day long.","24,50 €",,"0,35 g",Make-Up,"Draw a line from the inner corner of the eye along the lash line to the outer corner of the eye. If needed, use the blending tool at the end of the pencil or a brush to soften the line. The line can be corrected immediately with make-up remover and a cotton bud.","C9-12 ALKANE, MICA, CI 77491 (IRON OXIDES), BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, SYNTHETIC FLUORPHLOGOPITE, SUCROSE TETRASTEARATE TRIACETATE, SYNTHETIC WAX, HYDROGENATED CASTOR OIL, POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, CI 77400 (COPPER POWDER), COPERNICIA CERIFERA CERA (CARNAUBA WAX), CI 77499 (IRON OXIDES), DISTEARDIMONIUM HECTORITE, TOCOPHEROL, SILICA, PROPYLENE CARBONATE",yes,yes
Homme Shaving Cream,en,https://image.labiosthetique.com/i/square-1440/m2-product:homme_shaving_cream_413134_75ml_ff612c9.jpg/feed-media.jpg,https://www.labiosthetique.de/homme-shaving-cream,/homme-shaving-cream,003255,"The caring shaving cream forms a creamy and soft foam that ideally prepares the beard hair, makes shaving noticeably gentler and leaves the skin feeling smooth and soft. It is suitable for all skin types.","19,00 €","253,33 € / 1 l",75 ml,Hautpflege,"Use your fingers or a shaving brush to apply the cream to cleansed, damp skin and lather.","AQUA (WATER), POTASSIUM STEARATE, POTASSIUM PALMITATE, POTASSIUM COCOATE, GLYCERIN, SODIUM STEARATE, SODIUM PALMITATE, SODIUM COCOATE, CERA ALBA (BEESWAX), CETYL PALMITATE, PARFUM (FRAGRANCE), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, SODIUM SILICATE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LIMONENE, LINALOOL, LINALYL ACETATE, PINENE",yes,no
BELAVANCE® Brilliant Nail Ruby,en,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_brilliant_nail_ruby_413021_8ml_cd371df.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218896909,/brilliant-nail?childSku=4040218896909,020469,Brilliant Nail nail polish gives finger and toe nails a cheeky look with high shine and is also long-lasting,"19,00 €",,8 ml,Make-Up,"Simply apply a thin coat of Brilliant Nail to the already dry base coat and/or directly to the nail. Would you like a more intense colour result? If so, simply apply a second coat. For more durability fix the nails with the Superior Nail Treatment top coat. And if you are in a rush, use Brilliant Nail Finish for fast-drying nails.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ACETYL TRIBUTYL CITRATE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ISOPROPYL ALCOHOL, CI 15850 (RED 6 LAKE), STEARALKONIUM BENTONITE, ACRYLATES COPOLYMER, CI 15880 (RED 34 LAKE), CI 77491 (IRON OXIDES), N-BUTYL ALCOHOL, CI 77891 (TITANIUM DIOXIDE), SORBIC ACID, DIETHYLHEXYL SODIUM SULFOSUCCINATE, PHOSPHORIC ACID, AQUA (WATER), ALCOHOL DENAT., CI 19140 (YELLOW 5 LAKE), CI 77510 (FERRIC FERROCYANIDE), CI 77499 (IRON OXIDES)",yes,yes
Bürste Ceramic & Ion 65mm,en,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_65mm_247433_1St_ck_1d05df5.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-65mm,/buerste-ceramic-ion-65mm,043490,"Three in one: the universal round brush for extra shine, a shorter drying time and more volume. With ionising bristles for an antistatic effect.","29,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Blow-dry the hair till it is half-dry and then divide into small sections. Place the brush at the hair roots, hold tight in the hair and direct the hairdryer at the brush body. Blow-dry the hair on a high setting and for longer hold blast it with the cool shot setting.",,no,no
Sunsation Honey,en,https://image.labiosthetique.com/i/square-1440/m2-product:sunsation_honey_247803_10g_649619d.jpg/feed-media.jpg,https://www.labiosthetique.de/sunsation?childSku=4040218774108,/sunsation?childSku=4040218774108,018410,The elegant terracotta powder gives you a fantastically tanned look – as if you had spent a day at the beach.,"38,50 €",,10 g,Make-Up,"Depending on the desired intensity, apply Sunsation over the whole face, as a blusher or to accentuate individual parts of the face and body.","MICA, OCTYLDODECYL STEAROYL STEARATE, CI 77891 (TITANIUM DIOXIDE), MAGNESIUM STEARATE, CI 77492 (IRON OXIDES), CI 77491 (IRON OXIDES), CI 77499 (IRON OXIDES), CAPRYLYL GLYCOL, PHENOXYETHANOL, POTASSIUM SORBATE, TOCOPHERYL ACETATE, HEXYLENE GLYCOL , TIN OXIDE",yes,yes
Dermosthétique Agave Inulin Lifting Concentrate,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_agave_inulin_lifting_concentrate_247977_30ml_038adc4.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-agave-inulin-lifting-concentrate,/dermosthetique-agave-inulin-lifting-concentrate,002890,"The lifting concentrate has an immediate and lasting firming effect. The cosmetic alternative to Botox visibly reduces all kinds of wrinkles, restructures the skin and gives it new energy.","85,00 €","2.833,33 € / 1 l",30 ml,Hautpflege,"In the morning and evening, distribute 3 to 4 drops of the concentrate onto the cleansed and toned skin of the face, neck and décolleté and lightly massage in, then continue with your usual care.","AQUA (WATER), CREATINE, PROPANEDIOL, AGAVE TEQUILANA LEAF EXTRACT, SODIUM HYALURONATE, ACMELLA OLERACEA EXTRACT, SODIUM HYALURONATE CROSSPOLYMER, MANNAN, JANIA RUBENS EXTRACT, TOCOPHEROL, SODIUM CARRAGEENAN, MALTOSE, GLYCERIN, PENTYLENE GLYCOL, CITRIC ACID, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN",yes,yes
Sensual Lipstick Matt M405 Magnolia,en,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_matt_m405_magnolia_260685_3_3g_723dc6c.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-matt?childSku=4040218857108,/sensual-lipstick-matt?childSku=4040218857108,019914,Soft and even application: Sensual Lipstick Matt gives the lips a trendy matte coat of colour.,"26,50 €",,"3,3 g",Make-Up,For a perfect lip make-up first outline the lipline with a lipliner that matches the colour of the lipstick. Then apply Sensual Lipstick Matt to the lips with a brush.,"CAPRYLIC/CAPRIC TRIGLYCERIDE, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), SILICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, POLYGLYCERYL-3 DIISOSTEARATE, RICINUS COMMUNIS (CASTOR) SEED OIL, DICAPRYLYL ETHER , CI 77491 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE), DISTARCH PHOSPHATE, AROMA (FLAVOR), CI 15850 (RED 7 LAKE), ETHYL VANILLIN, LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, DICALCIUM PHOSPHATE, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, BENZYL ALCOHOL, CITRIC ACID",yes,yes
Thickening Cream,en,https://image.labiosthetique.com/i/square-1440/m2-product:thickening_cream_398072_125ml_a76f93f.jpg/feed-media.jpg,https://www.labiosthetique.de/thickening-cream,/thickening-cream,110304,The thermo-activated styling cream has been proven to thicken the hair structure and immediately provides visible and noticeable volume and fullness.,"33,00 €","264,00 € / 1 l",125 ml,Styling,Apply a small amount of Thickening Cream to towel-dried hair and work in evenly using a comb or brush. Activate with hairdryer heat and style the hair as desired.,"AQUA (WATER), CETEARYL ALCOHOL, MICROCRYSTALLINE CELLULOSE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, HYDROGENATED CASTOR OIL, ORYZA SATIVA (RICE) BRAN WAX, RHUS SUCCEDANEA FRUIT CERA, PHENOXYETHANOL, BEHENTRIMONIUM METHOSULFATE, PARFUM (FRAGRANCE), VP/VA COPOLYMER, HYDROLYZED WHEAT PROTEIN, POLYQUATERNIUM-7, FRUCTOSE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CETRIMONIUM CHLORIDE, ETHYLHEXYLGLYCERIN, SODIUM POLYPHOSPHATE, GLYCERIN, PENTYLENE GLYCOL, LACTIC ACID, HEXAMETHYLINDANOPYRAN, SODIUM CITRATE, LIMONENE, LINALYL ACETATE, SODIUM BENZOATE, CITRIC ACID, SODIUM HYALURONATE, PINENE, LINALOOL, CITRONELLOL, CITRUS LIMON PEEL OIL, GERANIOL, CITRAL, POLYPORUS UMBELLATUS (MUSHROOM) EXTRACT, HYDROGEN PEROXIDE, TOCOPHEROL",yes,yes
glam + colour Chilli Red .55 .RR Colouring Mask,en,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_chilli_red_.55_.rr_colouring_mask_381798_200ml_076668a.jpg/feed-media.jpg,https://www.labiosthetique.de/glam-colour-chilli-red-55-rr-colouring-mask,/glam-colour-chilli-red-55-rr-colouring-mask,038216,The hair mask with colour pigments and colour protection has an intensive conditioning effect and gives red or red-coloured hair a fiery hot chilli red tone with luminous highlights.,"37,50 €","187,50 € / 1 l",200 ml,Haar- & Kopfhautpflege,"Apply Colouring Mask evenly to washed, towel-dried hair using the enclosed gloves. Leave on for 3-10 minutes depending on the desired intensity, then rinse thoroughly.","AQUA (WATER), CETEARYL ALCOHOL, BETAINE, GLYCERIN, DIMETHICONE PEG-8 MEADOWFOAMATE, ISODODECANE, BEHENTRIMONIUM CHLORIDE, PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE, PHENOXYETHANOL, HYDROXYETHYLCELLULOSE, CRAMBE ABYSSINICA SEED OIL, NEOPENTYL GLYCOL DIHEPTANOATE, 4-HYDROXYPROPYLAMINO-3-NITROPHENOL, ETHYLHEXYL SALICYLATE, PARFUM (FRAGRANCE), HEXYLENE GLYCOL , QUATERNIUM-91, CETEARETH-20, PROPYLENE GLYCOL, CETRIMONIUM METHOSULFATE, ISOPROPYL ALCOHOL, BASIC RED 76, HYDROLYZED RICE PROTEIN, ETHYLHEXYLGLYCERIN, QUILLAJA SAPONARIA BARK EXTRACT, HC YELLOW NO. 2, HYDROLYZED SERICIN, SORBITOL, TRIBEHENIN, SODIUM BENZOATE",no,no
Spa Refreshing Body Peeling,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_refreshing_body_peeling_329635_50ml_708069f.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-refreshing-body-peeling?childSku=4040218856507,/spa-refreshing-body-peeling?childSku=4040218856507,002004,Refreshing body scrub,"10,00 €","200,00 € / 1 l",50 ml,Hautpflege,"Apply the refreshing scrub to the moist body skin and massage in with circling motions, then shower off with plenty of warm water.","AQUA (WATER), BAMBUSA ARUNDINACEA STEM EXTRACT, DISODIUM COCOAMPHODIACETATE , DECYL GLUCOSIDE, DISODIUM COCOYL GLUTAMATE, XANTHAN GUM, PARFUM (FRAGRANCE), INULIN, ALPHA-GLUCAN OLIGOSACCHARIDE, SODIUM GLUCONATE, LACTIC ACID, SODIUM CHLORIDE, HYDROXYACETOPHENONE, SODIUM LACTATE, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, BENZOIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CITRUS LIMON (LEMON) PEEL OIL, LIMONENE, BENZYL SALICYLATE, HEXADECANOLACTONE, ALPHA-ISOMETHYL IONONE, PINENE",yes,yes
Cream Clay,en,https://image.labiosthetique.com/i/square-1440/m2-product:cream_clay_368353_75ml_69da000.jpg/feed-media.jpg,https://www.labiosthetique.de/cream-clay-1,/cream-clay-1,110565,"New design, unchanged formula: The smooth styling cream creates a light texture, provides natural hold and gives a weightless, silky matt finish.","30,00 €","400,00 € / 1 l",75 ml,Styling,"Rub the cream clay into the palms of your hands, work into dry hair and style as desired.","AQUA (WATER), PROPYLENE GLYCOL, OZOKERITE, PARAFFINUM LIQUIDUM (MINERAL OIL), COPERNICIA CERIFERA CERA (CARNAUBA WAX), CETEARYL ALCOHOL, VP/VA COPOLYMER, METHYL GLUCETH-10, GLYCERYL STEARATE, PEG-100 STEARATE, KAOLIN, OCTYLDODECYL STEARATE, PHENOXYETHANOL, COCAMIDOPROPYL BETAINE, CETEARETH-20, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, 3-AMINO-2-BUTANOL, ETHYLHEXYLGLYCERIN, SODIUM POLYPHOSPHATE, SODIUM CHLORIDE, PARFUM (FRAGRANCE), CITRIC ACID, LIMONENE, LINALYL ACETATE, HYDROGEN PEROXIDE, LINALOOL, GERANIOL, PINENE, TOCOPHEROL",yes,yes
Long Hair Protective Softening Shampoo,en,https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_protective_softening_shampoo_343537_250ml_ce63ee1.jpg/feed-media.jpg,https://www.labiosthetique.de/long-hair-protective-softening-shampoo,/long-hair-protective-softening-shampoo,120591,"The micellar shampoo cleanses long hair and the scalp gently and down to the roots. It strengthens the hair structure, protects against environmental influences and ensures effortless combability and noticeable softness.","30,50 €","122,00 € / 1 l",250 ml,Haar- & Kopfhautpflege,"Distribute evenly into wet hair and onto the scalp and massage in, then rinse out thoroughly.","AQUA (WATER), SODIUM LAURETH SULFATE, SODIUM CHLORIDE, PHENOXYETHANOL, DISODIUM LAURETH SULFOSUCCINATE, PARFUM (FRAGRANCE), DISODIUM COCOAMPHODIACETATE , LACTIC ACID, COCO-GLUCOSIDE , GLYCERYL OLEATE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, GLYCOLIPIDS, BETAINE, GLYCOL DISTEARATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ETHYLHEXYLGLYCERIN, GLYCERIN, COCAMIDE MEA, CITRIC ACID, LIMONENE, ALPHA-ISOMETHYL IONONE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, PENTYLENE GLYCOL, OLEA EUROPAEA (OLIVE) LEAF EXTRACT, LAURETH-10, LINALOOL, LINALYL ACETATE, PINENE, CITRONELLOL, GERANIOL, POTASSIUM SORBATE, FORMIC ACID, TRITICUM VULGARE (WHEAT) BRAN EXTRACT, BENZOIC ACID, CYCLODEXTRIN, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, TOCOPHEROL, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, XANTHAN GUM, PHYTIC ACID, HYDROGENATED VEGETABLE GLYCERIDES CITRATE, LECITHIN, ASCORBYL PALMITATE",no,no
